experiment,year,global_track_id,track_id,time,lat,lon,windMax,twarm,jetcore,time_index,month
CTL,40,OWZ_CTL_40_0124,124,-15423102,22.795053482055664,327.49090576171875,7.670042037963867,,0,787,7
CTL,40,OWZ_CTL_40_0124,124,-15423096,23.23644256591797,326.53143310546875,6.8248610496521,,0,788,7
CTL,40,OWZ_CTL_40_0124,124,-15423090,22.577896118164062,324.27276611328125,7.019988059997559,,0,789,7
CTL,40,OWZ_CTL_40_0127,127,-15423132,32.32233810424805,288.7083740234375,7.568045616149902,0.49709954857826233,0,782,7
CTL,40,OWZ_CTL_40_0127,127,-15423126,31.502323150634766,289.36639404296875,7.845763683319092,0.23913192749023438,0,783,7
CTL,40,OWZ_CTL_40_0127,127,-15423120,30.10908317565918,292.469482421875,6.839504241943359,,0,784,7
CTL,40,OWZ_CTL_40_0127,127,-15423114,30.018051147460938,292.42596435546875,6.760412693023682,-0.34092554450035095,0,785,7
CTL,40,OWZ_CTL_40_0127,127,-15423108,29.002544403076172,293.2254638671875,7.382139205932617,-0.090728759765625,0,786,7
CTL,40,OWZ_CTL_40_0127,127,-15423102,29.861797332763672,292.3142395019531,7.742638111114502,-0.15322621166706085,0,787,7
CTL,40,OWZ_CTL_40_0127,127,-15423096,29.556682586669922,293.10784912109375,6.088016033172607,,0,788,7
CTL,40,OWZ_CTL_40_0127,127,-15423090,30.0068416595459,294.4163818359375,7.164068222045898,0.010580062866210938,0,789,7
CTL,40,OWZ_CTL_40_0133,133,-15423054,32.377342224121094,306.0774230957031,7.54066276550293,,0,795,7
CTL,40,OWZ_CTL_40_0133,133,-15423048,32.38840866088867,307.4639892578125,6.8234710693359375,,0,796,7
CTL,40,OWZ_CTL_40_0133,133,-15423042,32.42149353027344,307.6105041503906,7.274501800537109,,0,797,7
CTL,40,OWZ_CTL_40_0133,133,-15423036,32.50825119018555,307.22772216796875,7.505799293518066,,0,798,7
CTL,40,OWZ_CTL_40_0133,133,-15423030,32.79541778564453,306.4288024902344,7.027978897094727,1.0949426889419556,0,799,7
CTL,40,OWZ_CTL_40_0133,133,-15423024,34.660438537597656,302.6470031738281,6.771045207977295,1.154714822769165,0,800,7
CTL,40,OWZ_CTL_40_0133,133,-15423018,34.11540222167969,308.84320068359375,6.4745588302612305,,0,801,7
CTL,40,OWZ_CTL_40_0133,133,-15423012,35.22279357910156,310.9957580566406,7.099211692810059,,0,802,7
CTL,40,OWZ_CTL_40_0133,133,-15423006,35.87400436401367,311.354248046875,6.405829429626465,,0,803,7
CTL,40,OWZ_CTL_40_0133,133,-15423000,36.00333023071289,311.8504638671875,6.2953033447265625,,0,804,7
CTL,40,OWZ_CTL_40_0139,139,-15422844,14.086729049682617,302.331298828125,6.367744445800781,,0,830,7
CTL,40,OWZ_CTL_40_0139,139,-15422838,14.219799041748047,302.025634765625,5.6504364013671875,,0,831,7
CTL,40,OWZ_CTL_40_0139,139,-15422832,14.168794631958008,301.6200256347656,8.577322006225586,,0,832,7
CTL,40,OWZ_CTL_40_0139,139,-15422826,14.261358261108398,300.0477294921875,8.096101760864258,,0,833,7
CTL,40,OWZ_CTL_40_0139,139,-15422820,15.318550109863281,299.33837890625,8.607002258300781,,0,834,7
CTL,40,OWZ_CTL_40_0139,139,-15422814,16.052677154541016,297.81683349609375,7.782806873321533,,0,835,7
CTL,40,OWZ_CTL_40_0139,139,-15422808,17.125383377075195,297.5396423339844,8.260735511779785,,0,836,7
CTL,40,OWZ_CTL_40_0139,139,-15422802,17.841468811035156,295.29876708984375,8.788627624511719,,0,837,7
CTL,40,OWZ_CTL_40_0139,139,-15422796,18.023906707763672,294.3165283203125,9.554241180419922,,0,838,7
CTL,40,OWZ_CTL_40_0139,139,-15422790,20.735225677490234,294.0733642578125,8.748942375183105,,0,839,7
CTL,40,OWZ_CTL_40_0139,139,-15422784,22.093040466308594,292.7907409667969,9.2941312789917,,0,840,7
CTL,40,OWZ_CTL_40_0139,139,-15422778,23.849225997924805,292.29913330078125,9.090493202209473,,0,841,7
CTL,40,OWZ_CTL_40_0139,139,-15422772,24.586231231689453,290.2200012207031,8.888907432556152,,0,842,7
